Crop,Region,Season,Temperature_C,Humidity_%,Soil_pH,Soil_Moisture_%,Fertilizer_Name,Fertilizer_Amount_kg,Pesticide_Name,Pesticide_Amount_kg
Maize,Punjab,Zaid,30.93,97.52,5.03,44.54,Urea,124.76,Lambda-Cyhalothrin,5.42
Cotton,Karnataka,Rabi,31.18,99.05,7.12,18.32,Potash,144.88,Buprofezin,4.312
Maize,Bihar,Kharif,26.56,64.0,6.81,30.59,DAP,109.79,Imidacloprid,2.206
Mustard,Tamil Nadu,Kharif,31.03,66.51,6.08,36.86,Urea,118.02,Mancozeb,2.057
Rice,Odisha,Zaid,27.3,59.31,7.43,50.03,DAP,152.23,Chlorpyrifos,3.228
Sugarcane,Tamil Nadu,Rabi,21.32,60.93,5.82,57.16,Potash,200.53,Chlorpyrifos,3.588
Rice,Odisha,Zaid,31.08,74.6,6.31,59.47,DAP,159.8,Chlorpyrifos,4.087
Sugarcane,Bihar,Kharif,29.64,44.46,7.46,25.63,NPK,237.17,Imidacloprid,3.083
Sugarcane,Tamil Nadu,Rabi,24.54,50.63,7.03,65.19,NPK,246.73,Malathion,3.793
Rice,Bihar,Rabi,30.09,53.8,5.02,45.45,Urea,153.72,Chlorpyrifos,3.301
Pulses,Maharashtra,Zaid,28.64,69.13,6.25,46.2,Compost,67.28,Thiamethoxam,2.279
Wheat,Uttar Pradesh,Zaid,24.94,94.21,5.04,53.26,NPK,144.67,Carbendazim,3.294
Groundnut,Karnataka,Kharif,31.87,68.27,5.9,31.71,Gypsum,52.66,Dimethoate,2.984
Wheat,Tamil Nadu,Rabi,24.39,63.51,7.34,27.62,Urea,120.21,Propiconazole,1.717
Sugarcane,Odisha,Kharif,27.08,74.93,6.65,23.12,Urea,228.95,Malathion,4.288
Rice,Bihar,Rabi,32.26,80.85,6.27,26.69,DAP,153.04,Cartap Hydrochloride,4.287
Mustard,Odisha,Rabi,36.11,76.05,6.28,32.41,SSP,106.09,Carbendazim,2.391
Pulses,Bihar,Zaid,30.95,72.15,7.81,19.41,Compost,51.24,Imidacloprid,2.23
Pulses,Karnataka,Rabi,34.3,61.39,7.02,27.63,Compost,53.61,Thiamethoxam,1.989
Maize,Punjab,Kharif,27.56,83.06,7.18,32.3,Compost,81.68,Chlorantraniliprole,3.789
Maize,Tamil Nadu,Rabi,34.59,72.72,5.96,71.14,Urea,133.89,Imidacloprid,3.34
Wheat,Tamil Nadu,Rabi,27.02,65.77,7.79,45.48,SSP,124.51,Propiconazole,2.447
Wheat,Karnataka,Zaid,20.91,59.47,6.31,47.21,NPK,139.49,Propiconazole,2.061
Maize,Maharashtra,Zaid,23.82,54.34,6.36,40.83,Urea,120.61,Lambda-Cyhalothrin,2.681
Cotton,Tamil Nadu,Rabi,29.99,69.95,6.31,32.26,Compost,105.55,Buprofezin,3.011
Cotton,Bihar,Zaid,23.61,63.8,7.37,44.8,NPK,182.55,Acephate,3.071
Wheat,Bihar,Zaid,21.21,67.47,7.28,50.9,Urea,128.84,Carbendazim,1.697
Maize,Karnataka,Kharif,26.6,73.57,7.35,17.97,Compost,73.21,Lambda-Cyhalothrin,3.287
Cotton,Uttar Pradesh,Rabi,30.88,48.11,6.34,36.39,Compost,101.26,Buprofezin,2.515
Sugarcane,Bihar,Rabi,29.03,55.25,6.56,29.78,Potash,194.88,Chlorpyrifos,3.4
Wheat,Maharashtra,Zaid,29.68,69.95,6.78,61.97,Urea,144.18,Mancozeb,3.289
Cotton,Bihar,Zaid,33.62,66.51,5.82,45.92,NPK,184.81,Imidacloprid,3.514
Sugarcane,Rajasthan,Zaid,29.64,51.73,7.02,45.99,Potash,196.61,Malathion,3.89
Groundnut,Uttar Pradesh,Rabi,22.71,91.76,5.85,38.65,Urea,108.83,Chlorpyrifos,4.019
Pulses,Bihar,Kharif,34.82,84.78,7.01,45.92,DAP,94.24,Imidacloprid,3.468
Mustard,Uttar Pradesh,Kharif,26.51,89.45,7.28,43.85,Urea,117.53,Mancozeb,3.746
Groundnut,Bihar,Rabi,28.41,77.98,6.4,38.29,Gypsum,50.9,Dimethoate,3.027
Wheat,Odisha,Zaid,25.51,87.99,7.59,40.19,SSP,116.2,Carbendazim,2.918
Mustard,Punjab,Kharif,32.86,64.9,6.14,66.04,Compost,70.18,Carbendazim,2.073
Sugarcane,Maharashtra,Zaid,23.69,66.66,6.67,50.93,Potash,204.49,Malathion,3.688
Groundnut,Karnataka,Kharif,20.74,56.56,6.54,42.88,Gypsum,59.79,Dimethoate,2.098
Pulses,Bihar,Zaid,30.59,77.82,5.95,23.2,Compost,52.23,Mancozeb,2.784
Sugarcane,Rajasthan,Kharif,27.83,71.03,6.76,31.33,Urea,234.42,Imidacloprid,3.423
Cotton,Punjab,Kharif,27.49,57.58,6.28,47.42,NPK,185.45,Buprofezin,2.354
Cotton,Rajasthan,Rabi,25.16,54.81,5.84,49.9,Potash,149.56,Buprofezin,2.409
Rice,Odisha,Rabi,27.12,69.18,7.02,56.26,Urea,170.34,Imidacloprid,3.657
Cotton,Punjab,Kharif,30.48,67.23,6.31,20.41,Potash,140.87,Imidacloprid,3.041
Cotton,Rajasthan,Zaid,34.29,81.28,6.24,45.5,Potash,154.88,Buprofezin,3.905
Mustard,Maharashtra,Kharif,25.18,63.78,5.7,27.78,Compost,64.25,Imidacloprid,1.411
Sugarcane,Odisha,Rabi,20.69,69.93,6.88,55.57,Urea,237.85,Imidacloprid,3.568
Cotton,Uttar Pradesh,Zaid,29.66,74.36,6.47,69.4,Potash,161.11,Acephate,4.039
Wheat,Maharashtra,Zaid,20.79,76.52,5.39,34.11,NPK,135.8,Carbendazim,2.192
Rice,Odisha,Zaid,22.39,59.47,6.84,38.96,Urea,165.56,Imidacloprid,2.412
Groundnut,Rajasthan,Kharif,34.02,69.76,6.0,42.24,Gypsum,51.7,Dimethoate,3.327
Groundnut,Maharashtra,Zaid,27.39,86.39,7.2,30.62,Urea,93.5,Carbendazim,2.844
Wheat,Punjab,Kharif,34.32,95.48,6.58,46.35,NPK,149.63,Mancozeb,4.67
Sugarcane,Rajasthan,Kharif,27.4,78.8,6.4,57.51,Potash,203.71,Malathion,5.213
Groundnut,Bihar,Rabi,27.19,68.46,7.17,45.58,Gypsum,47.76,Dimethoate,2.772
Cotton,Rajasthan,Zaid,23.78,80.59,6.88,60.9,Compost,115.64,Acephate,3.954
Cotton,Uttar Pradesh,Rabi,26.38,60.03,5.99,28.68,Compost,100.16,Buprofezin,2.167
Cotton,Maharashtra,Kharif,28.41,81.68,7.76,28.04,Potash,141.52,Acephate,4.047
Cotton,Tamil Nadu,Rabi,33.4,51.03,5.84,36.38,Potash,146.69,Acephate,2.867
Rice,Punjab,Rabi,24.97,71.94,6.73,40.16,Urea,159.97,Chlorpyrifos,3.908
Mustard,Tamil Nadu,Kharif,36.42,60.25,6.68,58.81,SSP,111.87,Mancozeb,2.402
Maize,Bihar,Zaid,31.33,64.75,7.35,41.34,Compost,77.92,Lambda-Cyhalothrin,3.011
Maize,Maharashtra,Zaid,29.54,77.85,6.14,34.21,Urea,127.57,Lambda-Cyhalothrin,4.115
Rice,Bihar,Kharif,30.08,53.2,7.08,49.01,MOP,140.13,Imidacloprid,2.856
Cotton,Uttar Pradesh,Rabi,30.4,92.76,6.71,35.32,Compost,111.11,Acephate,5.194
Sugarcane,Uttar Pradesh,Zaid,28.39,89.1,6.01,30.06,NPK,240.82,Chlorpyrifos,5.474
Maize,Tamil Nadu,Kharif,27.8,62.14,6.89,47.57,Compost,76.06,Imidacloprid,2.329
Groundnut,Odisha,Kharif,35.46,67.38,7.01,30.79,Urea,107.49,Carbendazim,2.114
Rice,Punjab,Rabi,23.17,72.86,6.6,40.12,DAP,161.46,Imidacloprid,3.0
Mustard,Rajasthan,Zaid,22.62,61.67,6.55,39.61,Urea,119.43,Mancozeb,1.763
Rice,Odisha,Rabi,29.61,77.48,6.93,34.1,MOP,143.87,Imidacloprid,3.616
Sugarcane,Uttar Pradesh,Rabi,35.62,69.46,6.33,44.63,Potash,197.2,Malathion,4.994
Sugarcane,Uttar Pradesh,Rabi,26.55,69.65,6.54,55.87,Urea,241.78,Imidacloprid,3.627
Groundnut,Maharashtra,Zaid,24.0,77.81,5.14,34.96,Gypsum,43.19,Dimethoate,2.801
Maize,Odisha,Kharif,27.84,70.52,7.36,34.97,Compost,72.51,Lambda-Cyhalothrin,3.427
Groundnut,Bihar,Rabi,30.35,63.76,7.29,33.23,Urea,96.32,Carbendazim,2.012
Rice,Maharashtra,Zaid,26.87,75.91,5.84,35.24,Urea,158.38,Chlorpyrifos,3.822
Groundnut,Uttar Pradesh,Zaid,34.15,79.6,6.22,37.41,Gypsum,47.64,Carbendazim,2.737
Sugarcane,Maharashtra,Kharif,26.0,78.11,5.25,40.56,Urea,231.05,Imidacloprid,3.923
Wheat,Punjab,Rabi,28.78,55.09,7.03,27.43,SSP,113.15,Propiconazole,1.92
Mustard,Tamil Nadu,Rabi,33.5,72.35,6.25,48.93,Compost,72.42,Imidacloprid,2.572
Mustard,Maharashtra,Rabi,28.0,62.83,5.27,31.77,Urea,110.17,Carbendazim,1.558
Rice,Rajasthan,Zaid,22.42,94.23,8.2,42.49,MOP,146.95,Cartap Hydrochloride,4.881
Mustard,Bihar,Zaid,30.41,69.54,6.82,51.53,SSP,102.06,Carbendazim,2.271
Wheat,Tamil Nadu,Rabi,25.5,59.23,6.23,42.52,Urea,126.1,Propiconazole,1.904
Mustard,Odisha,Rabi,28.93,83.03,6.38,51.64,SSP,103.46,Imidacloprid,3.176
Sugarcane,Bihar,Rabi,23.55,70.58,5.42,45.57,Urea,227.41,Chlorpyrifos,4.251
Pulses,Odisha,Kharif,29.01,61.4,6.21,54.4,NPK,106.5,Imidacloprid,1.889
Pulses,Rajasthan,Rabi,21.65,90.26,6.53,34.05,DAP,85.84,Thiamethoxam,3.309
Cotton,Rajasthan,Rabi,29.75,71.94,5.86,31.83,NPK,174.64,Imidacloprid,3.081
Groundnut,Tamil Nadu,Zaid,28.25,88.77,5.72,43.79,Urea,107.6,Chlorpyrifos,4.462
Pulses,Karnataka,Rabi,34.55,73.22,5.84,43.9,Compost,62.6,Imidacloprid,2.547
Groundnut,Uttar Pradesh,Kharif,24.16,65.13,7.31,42.95,Gypsum,50.07,Carbendazim,1.555
Sugarcane,Maharashtra,Kharif,29.24,72.15,6.72,15.0,Potash,195.12,Malathion,4.313
Cotton,Punjab,Zaid,28.75,63.08,6.2,40.96,Potash,152.5,Acephate,3.17
Rice,Uttar Pradesh,Zaid,33.52,53.88,6.43,28.44,Urea,154.06,Imidacloprid,3.025
Cotton,Uttar Pradesh,Rabi,31.1,68.28,6.76,42.4,Compost,108.92,Acephate,3.437
Mustard,Bihar,Zaid,26.07,79.08,6.7,42.73,SSP,100.66,Mancozeb,3.084
Sugarcane,Tamil Nadu,Rabi,24.08,55.68,6.45,36.77,Potash,202.75,Imidacloprid,2.969
Groundnut,Tamil Nadu,Rabi,30.67,84.93,6.74,28.27,Urea,99.59,Carbendazim,2.705
Cotton,Rajasthan,Rabi,31.93,59.51,7.06,39.96,Potash,149.66,Imidacloprid,2.753
Wheat,Odisha,Zaid,28.44,74.96,6.74,40.52,NPK,153.6,Mancozeb,2.974
Wheat,Tamil Nadu,Rabi,37.44,64.73,7.0,42.16,NPK,150.55,Carbendazim,2.038
Cotton,Punjab,Zaid,32.12,90.53,6.19,52.48,Potash,157.17,Acephate,5.313
Cotton,Punjab,Kharif,25.78,63.2,6.23,43.94,Compost,107.73,Buprofezin,2.768
Rice,Bihar,Rabi,23.53,64.76,6.35,44.33,DAP,152.14,Cartap Hydrochloride,2.835
Sugarcane,Punjab,Kharif,28.31,62.12,7.1,67.16,Urea,244.32,Chlorpyrifos,4.095
Pulses,Bihar,Kharif,26.87,96.39,7.06,43.61,NPK,109.04,Imidacloprid,3.37
Mustard,Uttar Pradesh,Kharif,25.47,82.25,6.34,45.21,Urea,112.34,Mancozeb,3.198
Maize,Punjab,Rabi,35.87,61.57,6.53,24.17,Compost,70.9,Imidacloprid,2.432
Maize,Punjab,Kharif,26.0,65.64,6.09,46.68,DAP,115.84,Imidacloprid,2.553
Pulses,Odisha,Zaid,28.11,79.92,6.08,53.87,NPK,106.52,Imidacloprid,2.596
Maize,Odisha,Zaid,27.54,79.29,6.45,32.63,Compost,77.95,Imidacloprid,3.041
Mustard,Rajasthan,Zaid,29.42,78.37,6.6,52.75,Compost,80.53,Mancozeb,3.352
Mustard,Tamil Nadu,Kharif,27.88,71.87,7.04,38.11,Urea,117.04,Mancozeb,2.565
Groundnut,Rajasthan,Rabi,29.26,67.97,6.55,55.65,Compost,68.83,Dimethoate,2.839
Maize,Maharashtra,Zaid,27.92,80.09,7.03,40.28,Urea,125.53,Chlorantraniliprole,3.866
Wheat,Rajasthan,Kharif,31.66,63.94,6.99,61.61,SSP,127.26,Carbendazim,2.089
Maize,Punjab,Kharif,23.46,77.44,6.53,49.05,Compost,76.8,Chlorantraniliprole,3.352
Mustard,Bihar,Kharif,26.79,87.68,5.78,62.18,Compost,74.44,Mancozeb,3.336
Groundnut,Bihar,Rabi,34.26,84.71,5.88,38.48,Gypsum,55.26,Dimethoate,3.926
Pulses,Odisha,Kharif,29.76,59.79,6.36,19.99,Compost,63.43,Thiamethoxam,1.709
Mustard,Odisha,Kharif,25.08,57.55,6.38,34.57,SSP,104.01,Carbendazim,1.254
Cotton,Karnataka,Zaid,39.95,86.49,5.21,49.62,NPK,181.23,Imidacloprid,4.323
Maize,Karnataka,Rabi,23.93,88.01,6.51,58.54,Urea,126.1,Chlorantraniliprole,4.356
Cotton,Maharashtra,Rabi,28.88,74.98,7.2,45.09,Compost,106.1,Acephate,3.822
Wheat,Maharashtra,Zaid,26.66,94.4,6.11,46.86,NPK,154.52,Mancozeb,4.187
Pulses,Tamil Nadu,Rabi,31.93,53.33,7.23,56.15,DAP,92.31,Imidacloprid,2.065
Maize,Tamil Nadu,Zaid,35.37,63.32,7.47,38.91,DAP,123.87,Chlorantraniliprole,3.065
Mustard,Karnataka,Rabi,26.72,53.08,7.13,43.64,SSP,103.54,Imidacloprid,1.988
Sugarcane,Uttar Pradesh,Kharif,33.73,57.68,6.81,27.41,Urea,231.33,Malathion,3.816
Sugarcane,Maharashtra,Kharif,32.45,76.91,6.34,28.31,Potash,198.7,Chlorpyrifos,4.627
Wheat,Uttar Pradesh,Zaid,18.98,41.45,6.37,27.96,Urea,118.44,Carbendazim,1.426
Groundnut,Bihar,Zaid,30.48,71.74,6.65,32.92,Urea,107.54,Carbendazim,2.358
Groundnut,Odisha,Zaid,20.84,65.92,6.99,37.54,Gypsum,51.67,Chlorpyrifos,2.621
Pulses,Maharashtra,Zaid,29.85,68.65,6.86,24.38,DAP,84.24,Imidacloprid,1.879
Pulses,Karnataka,Rabi,34.5,39.74,7.34,47.3,DAP,81.62,Mancozeb,1.764
Sugarcane,Tamil Nadu,Rabi,25.08,90.07,6.58,32.57,Potash,202.12,Chlorpyrifos,5.181
Cotton,Rajasthan,Rabi,22.72,79.53,6.54,41.95,Compost,109.7,Buprofezin,3.41
Groundnut,Punjab,Rabi,32.58,66.54,5.95,49.89,Compost,65.41,Carbendazim,2.15
Rice,Maharashtra,Kharif,32.56,75.9,6.75,48.92,MOP,163.87,Chlorpyrifos,4.662
Mustard,Uttar Pradesh,Rabi,22.81,52.64,6.45,53.77,Compost,68.54,Imidacloprid,1.742
Cotton,Karnataka,Zaid,27.92,54.81,5.8,33.39,Potash,145.42,Acephate,2.595
Rice,Punjab,Rabi,23.73,77.56,4.98,45.74,DAP,158.35,Cartap Hydrochloride,3.882
Mustard,Rajasthan,Zaid,33.8,65.19,6.87,40.43,SSP,104.48,Imidacloprid,2.352
Cotton,Bihar,Kharif,24.56,49.24,6.57,41.64,Compost,105.62,Acephate,2.429
Groundnut,Punjab,Rabi,31.45,74.7,6.63,35.19,Gypsum,51.03,Chlorpyrifos,3.495
Cotton,Rajasthan,Zaid,27.98,43.7,5.68,28.11,Potash,140.21,Buprofezin,2.28
Pulses,Maharashtra,Rabi,30.51,72.25,6.86,23.34,DAP,85.11,Thiamethoxam,2.139
Groundnut,Karnataka,Rabi,27.57,69.33,5.53,47.56,Urea,103.36,Chlorpyrifos,2.851
Cotton,Rajasthan,Kharif,32.55,77.17,5.78,39.84,Potash,145.31,Acephate,3.996
Maize,Punjab,Rabi,22.07,64.39,6.26,45.73,Urea,120.27,Lambda-Cyhalothrin,2.651
Wheat,Maharashtra,Zaid,25.97,65.18,6.73,45.58,Urea,138.91,Mancozeb,2.278
Pulses,Rajasthan,Rabi,28.24,69.22,7.19,60.36,Compost,55.62,Imidacloprid,2.114
Rice,Punjab,Zaid,19.67,78.4,6.44,45.59,MOP,157.31,Imidacloprid,3.663
Pulses,Karnataka,Zaid,24.59,61.02,6.93,37.27,Compost,53.85,Mancozeb,1.634
Wheat,Rajasthan,Rabi,29.58,62.63,7.71,48.05,SSP,125.68,Propiconazole,2.289
Cotton,Tamil Nadu,Zaid,26.67,69.16,6.72,38.95,NPK,178.55,Buprofezin,2.917
Rice,Uttar Pradesh,Rabi,30.38,69.05,7.45,64.34,MOP,154.87,Cartap Hydrochloride,3.656
Maize,Punjab,Zaid,27.51,64.28,7.52,34.95,Urea,121.07,Chlorantraniliprole,2.576
Groundnut,Bihar,Zaid,24.51,55.94,6.53,48.07,Compost,64.93,Dimethoate,2.218
Rice,Punjab,Kharif,33.95,72.98,7.19,59.94,MOP,158.1,Cartap Hydrochloride,4.228
Groundnut,Punjab,Kharif,32.45,68.2,6.47,59.73,Gypsum,51.78,Chlorpyrifos,3.299
Maize,Uttar Pradesh,Zaid,29.16,62.22,6.85,17.31,Urea,113.49,Lambda-Cyhalothrin,2.766
Sugarcane,Maharashtra,Zaid,33.36,63.33,6.41,59.33,Potash,204.75,Chlorpyrifos,4.243
Mustard,Uttar Pradesh,Rabi,37.32,76.86,6.42,46.54,Compost,75.65,Imidacloprid,2.995
Maize,Karnataka,Zaid,26.06,88.22,7.4,30.8,Urea,123.7,Lambda-Cyhalothrin,4.252
Maize,Bihar,Kharif,29.08,58.08,6.01,54.48,Compost,73.72,Chlorantraniliprole,2.652
Cotton,Uttar Pradesh,Kharif,30.49,63.5,5.92,17.9,NPK,176.39,Imidacloprid,2.739
Mustard,Punjab,Rabi,33.65,73.71,7.02,32.87,SSP,104.61,Carbendazim,2.433
Cotton,Karnataka,Zaid,25.36,53.41,6.07,49.78,Compost,100.75,Acephate,2.733
Pulses,Uttar Pradesh,Kharif,36.04,76.68,6.2,25.77,DAP,91.58,Mancozeb,2.886
Pulses,Rajasthan,Kharif,30.43,73.92,6.91,72.87,NPK,114.04,Thiamethoxam,2.969
Pulses,Maharashtra,Zaid,31.58,78.7,7.18,43.32,DAP,91.92,Thiamethoxam,3.072
Maize,Maharashtra,Kharif,25.52,99.76,7.18,41.44,Compost,74.04,Chlorantraniliprole,4.838
Mustard,Punjab,Rabi,27.8,71.0,6.3,39.93,Compost,66.1,Mancozeb,2.217
Groundnut,Tamil Nadu,Kharif,29.0,75.87,7.34,23.82,Gypsum,55.23,Dimethoate,3.082
Rice,Bihar,Zaid,30.56,57.9,6.64,33.09,Urea,165.12,Imidacloprid,2.661
Rice,Punjab,Rabi,27.96,41.59,5.97,32.21,MOP,139.0,Chlorpyrifos,3.135
Cotton,Uttar Pradesh,Kharif,31.02,66.42,6.81,49.79,NPK,179.24,Imidacloprid,3.101
Sugarcane,Rajasthan,Rabi,35.49,65.05,6.8,50.24,Urea,239.51,Chlorpyrifos,4.285
Maize,Rajasthan,Zaid,32.99,65.54,6.49,32.88,DAP,112.88,Chlorantraniliprole,2.92
Groundnut,Uttar Pradesh,Kharif,31.02,55.15,6.14,44.94,Urea,101.21,Chlorpyrifos,2.743
Cotton,Tamil Nadu,Zaid,28.19,92.04,6.41,43.87,Compost,107.11,Acephate,5.118
Sugarcane,Odisha,Zaid,21.76,75.52,6.27,51.88,NPK,247.73,Malathion,4.505
Pulses,Odisha,Kharif,27.85,72.22,6.38,34.63,Compost,58.64,Mancozeb,2.659
Groundnut,Odisha,Zaid,26.93,70.08,6.28,48.18,Gypsum,49.35,Chlorpyrifos,3.119
Groundnut,Bihar,Kharif,24.15,85.57,7.36,50.19,Compost,58.45,Chlorpyrifos,3.699
Mustard,Punjab,Rabi,26.79,48.68,6.09,50.45,Compost,68.28,Mancozeb,2.025
Groundnut,Tamil Nadu,Zaid,28.69,76.57,6.27,59.38,Urea,112.97,Dimethoate,3.266
Rice,Punjab,Kharif,24.98,64.74,6.72,54.24,MOP,152.39,Imidacloprid,2.965
Groundnut,Bihar,Rabi,28.6,65.33,5.89,17.73,Urea,86.79,Carbendazim,1.818
Groundnut,Rajasthan,Rabi,33.01,94.62,6.91,47.79,Urea,115.17,Chlorpyrifos,4.644
Wheat,Maharashtra,Kharif,26.67,60.66,6.9,50.87,SSP,123.36,Carbendazim,1.619
Cotton,Tamil Nadu,Zaid,26.1,87.8,6.72,31.42,NPK,178.66,Buprofezin,3.617
Wheat,Uttar Pradesh,Rabi,19.07,74.26,6.75,40.12,NPK,137.36,Propiconazole,2.212
Groundnut,Odisha,Zaid,30.88,82.78,7.49,29.48,Gypsum,51.24,Dimethoate,3.705
Maize,Punjab,Rabi,23.47,67.48,6.9,50.32,Compost,72.48,Chlorantraniliprole,2.568
Rice,Odisha,Kharif,28.33,50.19,5.96,41.64,Urea,158.88,Chlorpyrifos,3.003
Rice,Tamil Nadu,Zaid,21.74,38.91,7.58,38.9,MOP,136.18,Imidacloprid,2.489
Rice,Tamil Nadu,Rabi,28.62,50.48,6.14,47.62,MOP,144.0,Imidacloprid,2.905
Rice,Maharashtra,Rabi,27.43,71.57,7.5,35.97,DAP,150.42,Cartap Hydrochloride,3.56
Mustard,Karnataka,Kharif,25.43,74.59,7.05,35.75,Urea,112.5,Imidacloprid,1.915
Mustard,Odisha,Kharif,24.25,71.45,7.36,47.71,SSP,103.99,Carbendazim,2.027
Maize,Uttar Pradesh,Kharif,24.88,83.31,6.84,24.01,Urea,119.68,Lambda-Cyhalothrin,4.076
Groundnut,Uttar Pradesh,Zaid,18,57.13,5.9,53.6,Gypsum,53.06,Chlorpyrifos,2.213
Rice,Karnataka,Rabi,24.85,60.0,8.18,52.17,MOP,141.9,Chlorpyrifos,3.09
Mustard,Uttar Pradesh,Kharif,29.13,65.92,7.0,29.98,Urea,116.24,Mancozeb,2.3
Maize,Karnataka,Zaid,31.0,95.68,5.86,42.54,Urea,121.64,Chlorantraniliprole,4.517
Cotton,Karnataka,Zaid,28.96,65.46,5.64,64.12,Potash,154.54,Buprofezin,2.853
Maize,Odisha,Zaid,36.4,70.42,5.7,41.39,Compost,73.98,Chlorantraniliprole,3.573
Groundnut,Bihar,Kharif,24.64,98.56,5.79,19.74,Gypsum,44.02,Chlorpyrifos,4.302
Maize,Punjab,Zaid,22.64,85.42,6.59,21.43,DAP,119.3,Chlorantraniliprole,3.671
Cotton,Odisha,Kharif,21.43,66.57,6.73,38.29,Potash,146.92,Imidacloprid,2.633
Rice,Punjab,Zaid,25.17,77.64,6.5,31.49,DAP,156.43,Chlorpyrifos,4.312
Cotton,Karnataka,Zaid,35.16,58.93,7.29,48.69,Potash,152.15,Imidacloprid,2.894
Rice,Rajasthan,Zaid,26.87,66.12,6.75,50.6,MOP,155.59,Chlorpyrifos,3.661
Rice,Maharashtra,Kharif,25.69,69.98,6.14,46.58,DAP,149.71,Imidacloprid,3.228
Sugarcane,Rajasthan,Kharif,25.97,83.38,5.68,38.99,NPK,244.03,Chlorpyrifos,4.802
Cotton,Tamil Nadu,Rabi,19.48,57.49,7.35,47.89,Compost,105.78,Buprofezin,2.424
Sugarcane,Rajasthan,Kharif,29.47,67.71,6.32,35.98,NPK,244.55,Malathion,3.972
Groundnut,Tamil Nadu,Rabi,30.33,73.23,5.94,30.12,Gypsum,49.56,Dimethoate,3.134
Wheat,Punjab,Rabi,25.45,59.68,7.08,48.66,NPK,136.46,Propiconazole,1.834
Groundnut,Bihar,Zaid,34.14,53.81,4.92,40.8,Gypsum,50.96,Dimethoate,2.387
Wheat,Rajasthan,Kharif,33.69,81.05,6.48,41.6,NPK,146.36,Mancozeb,3.539
Groundnut,Uttar Pradesh,Zaid,25.28,73.77,6.9,37.88,Gypsum,53.92,Carbendazim,1.881
Maize,Rajasthan,Rabi,26.32,72.41,6.44,33.46,Compost,77.07,Lambda-Cyhalothrin,3.186
Sugarcane,Rajasthan,Rabi,26.09,76.15,6.22,38.87,Urea,232.53,Malathion,4.305
Pulses,Karnataka,Zaid,24.73,70.0,5.76,66.73,DAP,96.99,Thiamethoxam,2.396
Sugarcane,Tamil Nadu,Kharif,29.82,52.22,7.38,22.92,NPK,237.84,Malathion,3.618
Pulses,Odisha,Kharif,22.75,94.23,5.21,30.31,NPK,86.59,Imidacloprid,3.031
Maize,Maharashtra,Kharif,39.49,87.63,7.24,30.98,DAP,118.56,Imidacloprid,4.207
Mustard,Odisha,Rabi,27.92,52.01,5.6,63.09,SSP,101.26,Carbendazim,1.442
Rice,Maharashtra,Rabi,26.5,98.29,6.16,44.82,DAP,160.35,Imidacloprid,4.793
Pulses,Uttar Pradesh,Zaid,26.35,84.8,6.59,37.36,DAP,91.73,Mancozeb,3.319
Pulses,Rajasthan,Zaid,25.75,55.94,6.76,34.38,DAP,89.14,Thiamethoxam,1.216
Cotton,Uttar Pradesh,Zaid,22.27,51.71,7.35,41.41,NPK,176.17,Acephate,2.369
Cotton,Tamil Nadu,Rabi,22.43,64.4,6.89,63.5,NPK,190.52,Imidacloprid,2.917
Sugarcane,Tamil Nadu,Rabi,31.88,62.03,6.69,31.9,NPK,247.98,Imidacloprid,3.57
Rice,Maharashtra,Kharif,28.12,86.28,5.79,48.35,Urea,162.01,Imidacloprid,4.28
Wheat,Punjab,Kharif,28.06,89.05,6.71,55.14,NPK,155.94,Propiconazole,3.764
Wheat,Maharashtra,Rabi,26.42,74.72,6.72,22.6,NPK,141.67,Mancozeb,2.547
Mustard,Maharashtra,Zaid,30.73,58.03,6.76,43.03,SSP,100.33,Mancozeb,2.043
Pulses,Uttar Pradesh,Kharif,33.05,48.96,7.8,36.27,NPK,86.41,Imidacloprid,1.677
Groundnut,Rajasthan,Zaid,27.52,77.56,6.45,25.95,Compost,65.08,Chlorpyrifos,3.371
Groundnut,Rajasthan,Kharif,25.07,54.15,6.21,36.68,Gypsum,49.09,Chlorpyrifos,1.923
Pulses,Bihar,Kharif,33.81,67.4,6.59,31.04,DAP,91.51,Mancozeb,2.341
Cotton,Punjab,Kharif,25.58,53.46,6.73,42.08,Compost,101.55,Imidacloprid,2.471
Pulses,Odisha,Rabi,26.28,71.1,6.48,53.63,DAP,98.79,Mancozeb,2.454
Maize,Tamil Nadu,Rabi,28.89,58.88,7.39,55.43,Compost,77.75,Chlorantraniliprole,2.627
Cotton,Rajasthan,Kharif,27.69,78.06,7.21,30.19,Compost,98.89,Acephate,3.992
Groundnut,Tamil Nadu,Kharif,22.97,100,5.9,63.48,Urea,119.28,Chlorpyrifos,4.728
Cotton,Maharashtra,Zaid,23.44,79.81,6.89,37.65,Potash,149.07,Acephate,3.624
Sugarcane,Rajasthan,Zaid,29.37,84.92,6.49,50.32,Potash,209.5,Malathion,5.522
Mustard,Odisha,Zaid,31.94,59.71,6.79,42.99,Compost,74.22,Carbendazim,1.714
Wheat,Odisha,Rabi,31.54,69.16,7.58,33.1,Urea,125.48,Carbendazim,1.873
Maize,Punjab,Kharif,24.06,83.67,6.37,49.49,Compost,81.53,Chlorantraniliprole,3.823
Groundnut,Rajasthan,Rabi,22.98,76.29,6.21,28.29,Urea,93.75,Dimethoate,2.643
