Crop,Region,Season,Temperature_C,Humidity_%,Soil_pH,Soil_Moisture_%,Fertilizer_Name,Fertilizer_Amount_kg_per_acre,Pesticide_Name,Pesticide_Amount_kg_per_acre
Mustard,West Bengal,Rabi,31.83,76.05,7.4,50.89,SSP,106.36,Carbendazim,2.392
Rice,Uttar Pradesh,Zaid,30.15,69.23,6.3,53.12,DAP,161.42,Chlorpyrifos,3.939
Rice,Andhra Pradesh,Kharif,24.85,58.0,8.04,56.2,MOP,148.47,Chlorpyrifos,3.084
Cotton,Punjab,Zaid,24.81,80.88,6.85,47.55,Potash,145.82,Buprofezin,3.535
Wheat,Punjab,Kharif,27.08,77.01,7.68,27.14,SSP,116.6,Mancozeb,2.642
Mustard,Uttar Pradesh,Zaid,26.3,81.44,5.76,40.29,Compost,66.34,Mancozeb,2.896
Wheat,Tamil Nadu,Rabi,24.39,70.2,6.91,43.77,NPK,145.31,Mancozeb,2.527
Groundnut,Rajasthan,Rabi,29.42,66.59,6.04,75.32,Gypsum,57.13,Dimethoate,2.628
Groundnut,West Bengal,Kharif,27.73,60.39,6.87,23.24,Gypsum,48.05,Chlorpyrifos,2.092
Mustard,Tamil Nadu,Zaid,24.3,67.63,5.47,19.02,Urea,99.03,Carbendazim,1.453
Potato,Andhra Pradesh,Zaid,22.34,61.91,6.65,47.97,Urea,193.62,Mancozeb,2.428
Mustard,Bihar,Rabi,25.22,60.16,8.16,41.86,Urea,109.28,Mancozeb,1.719
Potato,Uttar Pradesh,Zaid,20.68,64.82,6.6,35.72,DAP,186.18,Carbendazim,2.214
Groundnut,Andhra Pradesh,Kharif,32.59,69.42,6.41,33.27,Gypsum,50.97,Carbendazim,2.302
Mustard,Rajasthan,Rabi,32.33,65.12,4.85,51.76,Compost,71.11,Imidacloprid,2.067
Potato,Tamil Nadu,Zaid,18.73,53.59,6.39,28.29,MOP,164.82,Cartap Hydrochloride,2.409
Wheat,Rajasthan,Zaid,19.38,82.91,6.64,58.71,Urea,140.48,Carbendazim,2.544
Groundnut,Bihar,Zaid,28.64,57.19,7.11,45.3,Compost,61.94,Dimethoate,2.271
Groundnut,Maharashtra,Rabi,34.52,55.22,6.99,39.6,Compost,62.69,Carbendazim,1.745
Groundnut,Andhra Pradesh,Zaid,28.34,70.45,7.03,47.26,Compost,59.69,Dimethoate,2.781
Rice,Maharashtra,Rabi,26.33,85.86,6.65,34.86,DAP,156.45,Chlorpyrifos,4.659
Jowar,Bihar,Zaid,27.81,72.04,7.14,56.51,Urea,113.74,Imidacloprid,2.621
Sugarcane,Tamil Nadu,Zaid,26.69,58.53,6.25,45.68,Urea,236.74,Imidacloprid,3.108
Cotton,Tamil Nadu,Kharif,35.01,72.88,6.87,29.26,Potash,143.11,Imidacloprid,3.423
Potato,Rajasthan,Rabi,22.32,75.11,4.97,41.87,Urea,192.35,Cartap Hydrochloride,3.268
Sugarcane,Karnataka,Rabi,27.76,79.46,6.64,21.34,Urea,235.4,Imidacloprid,3.925
Sugarcane,Maharashtra,Rabi,32.97,62.65,7.6,37.08,Potash,193.49,Imidacloprid,3.039
Sugarcane,Odisha,Kharif,25.62,76.81,7.33,48.68,NPK,248.02,Imidacloprid,3.751
Maize,Maharashtra,Kharif,39.49,85.63,7.18,31.47,DAP,121.16,Imidacloprid,3.925
Mustard,Odisha,Rabi,27.92,50.01,5.68,68.93,SSP,108.38,Carbendazim,1.419
Rice,West Bengal,Zaid,26.5,96.29,6.19,47.62,DAP,159.58,Imidacloprid,4.513
Maize,Odisha,Zaid,28.12,67.53,7.32,24.0,Urea,116.76,Chlorantraniliprole,2.95
Wheat,Odisha,Kharif,27.31,74.3,5.35,50.04,NPK,135.76,Carbendazim,2.032
Sugarcane,Rajasthan,Zaid,26.55,48.51,5.89,32.45,NPK,240.13,Chlorpyrifos,3.898
Wheat,Uttar Pradesh,Rabi,28.09,51.28,6.24,50.99,Urea,142.3,Carbendazim,1.769
Groundnut,Tamil Nadu,Rabi,26.04,75.26,6.32,48.99,Urea,105.68,Dimethoate,2.972
Rice,Maharashtra,Kharif,28.12,84.28,5.85,51.75,Urea,169.27,Imidacloprid,4.044
Wheat,West Bengal,Kharif,28.06,87.05,6.69,59.67,NPK,153.26,Propiconazole,3.499
Sugarcane,West Bengal,Zaid,24.43,61.41,7.21,51.72,Urea,227.19,Imidacloprid,3.07
Potato,Maharashtra,Zaid,21.6,76.19,5.95,48.1,Urea,195.87,Cartap Hydrochloride,3.37
Sugarcane,Rajasthan,Rabi,29.01,65.02,6.85,57.02,NPK,252.95,Malathion,4.046
Mustard,Uttar Pradesh,Kharif,25.97,75.53,6.43,50.82,SSP,104.93,Imidacloprid,2.393
Pulses,Bihar,Rabi,25.88,54.95,6.5,37.9,Compost,55.79,Thiamethoxam,1.801
Jowar,Rajasthan,Zaid,21.64,51.46,6.85,58.03,Urea,112.86,Imidacloprid,1.447
Wheat,Bihar,Zaid,32.12,65.92,5.76,42.66,NPK,139.35,Carbendazim,2.073
Potato,Tamil Nadu,Kharif,24.76,76.75,6.97,27.52,DAP,179.2,Carbendazim,2.921
Wheat,Andhra Pradesh,Zaid,32.6,50.67,6.19,56.64,SSP,122.92,Mancozeb,2.158
Jowar,Andhra Pradesh,Kharif,30.85,66.54,5.65,63.9,NPK,123.24,Chlorpyrifos,2.4
Groundnut,Uttar Pradesh,Zaid,28.14,56.06,6.45,10.31,Compost,59.17,Carbendazim,1.616
Mustard,Uttar Pradesh,Rabi,31.97,62.28,6.5,27.86,Urea,114.53,Carbendazim,1.688
Cotton,Andhra Pradesh,Rabi,34.0,59.48,6.34,51.83,Potash,152.13,Acephate,3.408
Cotton,West Bengal,Rabi,29.35,56.74,6.55,39.01,Compost,107.87,Imidacloprid,2.771
Maize,Karnataka,Kharif,26.5,40.93,6.23,25.69,Compost,73.6,Lambda-Cyhalothrin,2.449
Rice,Tamil Nadu,Zaid,25.7,70.32,5.9,19.39,DAP,143.8,Cartap Hydrochloride,3.524
Wheat,Maharashtra,Zaid,31.16,66.0,6.71,38.68,NPK,132.65,Propiconazole,2.451
Rice,West Bengal,Kharif,24.1,74.13,6.33,50.42,DAP,171.18,Chlorpyrifos,3.795
Groundnut,Karnataka,Kharif,22.12,72.36,6.65,47.3,Compost,68.54,Dimethoate,2.808
Pulses,Odisha,Rabi,21.06,61.1,7.09,48.75,Compost,55.15,Mancozeb,1.705
Maize,Rajasthan,Kharif,29.06,42.58,6.24,47.89,DAP,115.52,Chlorantraniliprole,2.703
Mustard,Bihar,Kharif,23.33,80.06,6.62,48.71,Urea,117.33,Mancozeb,2.993
Wheat,Andhra Pradesh,Zaid,32.18,70.4,6.69,29.36,Urea,129.14,Carbendazim,2.457
Wheat,Rajasthan,Rabi,34.09,79.2,7.47,59.24,Urea,141.61,Mancozeb,3.592
Groundnut,Rajasthan,Zaid,19.42,71.53,6.35,25.06,Compost,59.37,Chlorpyrifos,2.672
Jowar,Odisha,Rabi,26.13,64.4,6.4,30.76,Urea,104.29,Lambda-Cyhalothrin,1.976
Rice,Rajasthan,Rabi,28.63,57.41,5.73,21.3,DAP,151.66,Chlorpyrifos,2.824
Groundnut,West Bengal,Rabi,29.74,81.92,6.23,40.98,Compost,65.49,Dimethoate,3.324
Potato,Punjab,Zaid,16.09,76.66,7.17,52.27,Urea,197.83,Carbendazim,2.773
Mustard,Odisha,Rabi,26.5,84.64,7.19,32.86,Urea,116.06,Mancozeb,2.859
Maize,Uttar Pradesh,Rabi,29.1,72.69,6.35,43.56,Urea,124.9,Lambda-Cyhalothrin,3.456
Mustard,Odisha,Kharif,26.37,62.83,5.83,52.46,Urea,116.36,Imidacloprid,1.926
Rice,Andhra Pradesh,Kharif,35.11,87.8,6.39,26.33,MOP,154.15,Chlorpyrifos,4.837
Jowar,Punjab,Zaid,30.1,73.2,6.61,35.62,NPK,115.9,Chlorpyrifos,2.8
Cotton,Andhra Pradesh,Rabi,24.0,59.74,6.73,57.86,NPK,186.12,Buprofezin,2.268
Sugarcane,Maharashtra,Kharif,25.93,50.41,7.17,79.66,Urea,250.83,Malathion,3.464
Pulses,Odisha,Rabi,24.05,49.26,7.79,45.1,Compost,52.4,Thiamethoxam,1.71
Pulses,Odisha,Rabi,16.96,64.17,7.4,51.69,DAP,87.39,Mancozeb,1.656
Rice,Maharashtra,Zaid,21.12,66.5,6.74,19.01,MOP,141.97,Cartap Hydrochloride,3.299
Wheat,West Bengal,Rabi,28.61,77.99,5.77,31.02,SSP,123.48,Propiconazole,2.55
Jowar,Maharashtra,Zaid,25.36,73.95,5.91,29.07,Urea,102.18,Imidacloprid,2.075
Sugarcane,Karnataka,Zaid,25.88,86.0,6.46,32.85,Urea,228.33,Chlorpyrifos,5.007
Groundnut,Rajasthan,Kharif,32.02,66.66,6.6,49.41,Compost,66.27,Chlorpyrifos,2.741
Maize,West Bengal,Kharif,27.32,40.5,5.95,46.54,DAP,120.7,Chlorantraniliprole,2.668
Cotton,Bihar,Rabi,27.78,87.73,6.23,49.17,Potash,153.23,Imidacloprid,4.143
Groundnut,Odisha,Rabi,28.06,82.34,6.44,13.2,Urea,102.66,Dimethoate,3.151
Cotton,Karnataka,Rabi,34.82,91.97,6.2,26.63,NPK,186.82,Acephate,5.009
Potato,Uttar Pradesh,Zaid,19.79,81.68,6.23,27.89,MOP,176.56,Mancozeb,3.638
Maize,Andhra Pradesh,Kharif,26.53,46.63,6.11,21.64,DAP,110.76,Imidacloprid,1.924
Rice,Tamil Nadu,Kharif,21.44,56.12,6.03,56.84,Urea,166.67,Imidacloprid,2.542
Mustard,Andhra Pradesh,Zaid,30.76,70.42,6.02,46.06,Compost,64.11,Imidacloprid,2.527
Rice,Karnataka,Kharif,30.3,46.09,6.79,31.99,Urea,170.66,Imidacloprid,2.45
Groundnut,Uttar Pradesh,Zaid,28.05,73.19,7.05,28.52,Gypsum,50.81,Chlorpyrifos,2.867
Mustard,Rajasthan,Kharif,27.17,79.88,5.9,41.28,SSP,101.37,Carbendazim,2.378
Pulses,Punjab,Rabi,36.72,74.75,6.18,29.87,DAP,89.8,Mancozeb,3.124
Maize,West Bengal,Kharif,25.74,60.6,6.47,40.18,Urea,122.29,Lambda-Cyhalothrin,2.619
Potato,Andhra Pradesh,Kharif,23.95,82.03,6.06,31.69,MOP,177.87,Mancozeb,3.498
Potato,Uttar Pradesh,Kharif,25.6,79.37,6.3,44.1,Urea,195.7,Mancozeb,3.665
Potato,Odisha,Kharif,23.85,60.17,7.86,15.84,DAP,165.6,Carbendazim,2.09
Pulses,Bihar,Zaid,30.07,81.91,5.78,67.63,Compost,60.08,Mancozeb,2.954
Rice,Uttar Pradesh,Kharif,25.04,69.18,7.79,20.61,Urea,156.7,Chlorpyrifos,3.569
Pulses,Maharashtra,Kharif,29.37,67.22,7.4,28.92,Compost,53.11,Imidacloprid,2.122
Potato,Tamil Nadu,Kharif,21.73,42.55,7.01,50.9,MOP,175.35,Mancozeb,2.906
Maize,Maharashtra,Kharif,27.38,83.99,6.62,61.11,Compost,85.84,Imidacloprid,3.546
Groundnut,Odisha,Kharif,21.73,68.23,6.19,26.02,Compost,59.37,Carbendazim,1.494
Pulses,West Bengal,Kharif,31.3,63.59,6.38,44.63,Compost,58.23,Thiamethoxam,1.958
Jowar,West Bengal,Kharif,31.06,83.97,6.41,46.32,SSP,104.12,Lambda-Cyhalothrin,3.934
Maize,Tamil Nadu,Rabi,20.3,69.42,7.03,51.12,Urea,120.25,Chlorantraniliprole,2.945
Mustard,Tamil Nadu,Zaid,27.4,65.32,6.69,33.4,SSP,95.47,Carbendazim,1.667
Sugarcane,Odisha,Rabi,27.11,61.75,6.81,34.5,NPK,235.43,Chlorpyrifos,3.637
Sugarcane,Andhra Pradesh,Zaid,34.65,59.01,6.46,58.51,NPK,257.65,Chlorpyrifos,4.141
Wheat,Punjab,Zaid,28.62,84.87,5.76,36.26,SSP,120.67,Mancozeb,3.341
Sugarcane,West Bengal,Kharif,32.41,62.74,6.72,38.6,Urea,254.36,Chlorpyrifos,4.166
Maize,Andhra Pradesh,Rabi,28.59,77.3,6.08,35.1,Compost,73.79,Chlorantraniliprole,3.495
Cotton,Uttar Pradesh,Kharif,23.72,75.03,6.08,58.89,Potash,149.72,Acephate,3.499
Rice,West Bengal,Zaid,35.45,57.11,6.73,5,Urea,154.65,Chlorpyrifos,3.114
Groundnut,Odisha,Zaid,25.2,59.98,6.56,46.98,Gypsum,53.12,Chlorpyrifos,2.042
Wheat,Odisha,Rabi,26.69,61.92,6.87,68.64,NPK,154.25,Mancozeb,2.294
Jowar,Odisha,Kharif,28.74,56.76,6.3,18.56,NPK,107.83,Chlorpyrifos,2.105
Rice,Bihar,Kharif,25.54,65.73,6.57,46.53,DAP,166.77,Imidacloprid,3.037
Potato,Uttar Pradesh,Rabi,19.9,77.77,6.2,57.47,MOP,190.18,Cartap Hydrochloride,3.63
Rice,Uttar Pradesh,Kharif,30.91,70.49,7.57,31.74,Urea,166.15,Imidacloprid,3.338
Wheat,Punjab,Zaid,28.05,34.79,6.46,25.35,NPK,130.7,Mancozeb,1.995
Pulses,Tamil Nadu,Kharif,31.39,62.0,6.39,65.24,Compost,61.01,Imidacloprid,1.908
Maize,Karnataka,Kharif,26.74,68.67,6.46,43.22,Urea,132.94,Chlorantraniliprole,2.889
Maize,Tamil Nadu,Zaid,27.15,71.09,6.92,49.79,Compost,80.68,Lambda-Cyhalothrin,3.496
Jowar,Maharashtra,Kharif,28.46,72.78,7.59,30.68,Urea,104.85,Chlorpyrifos,2.719
Mustard,Rajasthan,Zaid,23.36,56.93,5.98,58.09,Compost,71.34,Imidacloprid,1.453
Potato,Karnataka,Rabi,28.09,89.1,6.8,49.8,Urea,208.41,Mancozeb,4.349
Maize,Odisha,Kharif,25.47,66.16,6.77,67.41,DAP,130.11,Imidacloprid,2.804
Maize,Uttar Pradesh,Rabi,32.08,61.69,5.42,24.33,Compost,67.45,Chlorantraniliprole,2.572
Jowar,Rajasthan,Rabi,23.9,71.96,6.58,54.64,Urea,110.49,Imidacloprid,1.999
Groundnut,Odisha,Rabi,26.42,69.05,6.02,45.38,Urea,102.59,Chlorpyrifos,2.848
Jowar,Bihar,Rabi,25.73,39.07,7.07,36.84,Urea,100.45,Imidacloprid,1.545
Groundnut,West Bengal,Kharif,26.13,53.89,7.49,28.76,Urea,95.72,Dimethoate,1.901
Sugarcane,Rajasthan,Kharif,28.1,68.41,6.34,61.04,NPK,252.53,Chlorpyrifos,4.036
Groundnut,Punjab,Zaid,25.4,77.96,6.84,52.78,Compost,69.22,Chlorpyrifos,3.128
Rice,Maharashtra,Rabi,30.6,51.12,6.52,56.29,MOP,148.99,Imidacloprid,2.878
Wheat,Punjab,Zaid,32.11,50.25,6.37,27.93,SSP,114.48,Propiconazole,1.85
Groundnut,Bihar,Kharif,23.15,94.61,7.06,45.22,Gypsum,54.09,Dimethoate,3.747
Sugarcane,Rajasthan,Rabi,26.48,60.14,6.54,5,NPK,225.9,Malathion,3.061
Sugarcane,Odisha,Kharif,26.87,72.31,6.63,46.42,Potash,215.05,Chlorpyrifos,4.396
Maize,Andhra Pradesh,Kharif,31.68,54.65,7.05,24.04,Urea,117.03,Lambda-Cyhalothrin,2.932
Cotton,Odisha,Kharif,26.84,50.81,6.55,13.23,Potash,138.49,Acephate,2.69
Mustard,Andhra Pradesh,Rabi,29.52,58.01,6.84,50.23,Urea,119.78,Carbendazim,1.625
Mustard,Uttar Pradesh,Rabi,28.29,47.93,6.0,9.2,Urea,106.08,Mancozeb,1.683
Jowar,Tamil Nadu,Rabi,28.2,69.8,6.3,46.45,NPK,117.58,Imidacloprid,2.162
Mustard,Odisha,Rabi,30.31,86.32,7.1,53.41,Compost,73.58,Carbendazim,2.834
Cotton,Uttar Pradesh,Kharif,31.68,74.7,7.25,51.69,Potash,147.53,Acephate,3.909
Mustard,Bihar,Zaid,32.74,57.47,6.81,65.38,Compost,71.22,Imidacloprid,1.643
Groundnut,Rajasthan,Kharif,30.5,76.35,6.99,38.48,Urea,105.33,Chlorpyrifos,3.157
Cotton,Maharashtra,Zaid,25.09,41.72,6.97,53.96,Compost,106.31,Imidacloprid,2.297
Rice,Uttar Pradesh,Kharif,34.23,71.32,7.27,49.93,MOP,151.89,Chlorpyrifos,4.082
Groundnut,Maharashtra,Rabi,29.02,71.08,6.26,43.25,Gypsum,55.26,Carbendazim,1.948
Maize,Odisha,Zaid,24.25,83.37,6.99,77.01,Compost,80.6,Chlorantraniliprole,4.251
Maize,Maharashtra,Kharif,31.43,76.59,6.14,29.13,DAP,113.65,Chlorantraniliprole,3.564
Jowar,Andhra Pradesh,Zaid,24.51,79.7,6.54,40.35,NPK,112.83,Lambda-Cyhalothrin,3.101
Pulses,Punjab,Rabi,30.65,93.58,6.33,36.68,DAP,95.93,Thiamethoxam,3.543
Sugarcane,West Bengal,Rabi,32.52,68.86,5.46,29.45,Urea,222.5,Imidacloprid,3.557
Sugarcane,Uttar Pradesh,Zaid,22.66,79.11,6.35,38.39,NPK,260.37,Chlorpyrifos,4.662
Potato,Punjab,Kharif,23.42,62.46,6.11,42.12,DAP,188.54,Mancozeb,2.356
Groundnut,West Bengal,Zaid,32.33,68.31,5.47,33.28,Gypsum,48.26,Carbendazim,2.307
Jowar,Odisha,Kharif,27.44,64.87,5.83,28.29,SSP,98.73,Lambda-Cyhalothrin,2.119
Pulses,Odisha,Zaid,20.28,59.77,6.78,47.72,Compost,54.52,Imidacloprid,1.792
Potato,Maharashtra,Kharif,20.86,72.62,6.21,28.57,DAP,180.35,Cartap Hydrochloride,3.118
Jowar,Andhra Pradesh,Kharif,29.9,55.17,6.06,55.23,Urea,115.1,Imidacloprid,2.303
Rice,Punjab,Kharif,28.45,48.52,6.12,58.17,DAP,166.92,Cartap Hydrochloride,3.321
Cotton,Rajasthan,Kharif,29.18,61.84,7.17,44.56,Potash,145.3,Imidacloprid,2.404
Mustard,Andhra Pradesh,Kharif,28.72,97.95,6.22,45.93,Compost,77.05,Carbendazim,2.802
Maize,Rajasthan,Zaid,24.72,64.87,7.29,45.62,Urea,128.94,Lambda-Cyhalothrin,2.922
Wheat,Tamil Nadu,Rabi,19.91,88.99,6.0,43.6,SSP,130.6,Propiconazole,3.041
Sugarcane,Rajasthan,Zaid,29.16,82.81,6.1,48.7,Potash,206.14,Imidacloprid,4.139
Mustard,West Bengal,Kharif,28.08,96.04,5.25,45.1,Compost,70.11,Carbendazim,3.118
Groundnut,Odisha,Zaid,24.7,60.16,6.63,38.34,Compost,66.78,Dimethoate,1.663
Jowar,Andhra Pradesh,Rabi,26.77,63.75,7.13,57.49,NPK,113.98,Imidacloprid,1.901
Jowar,Maharashtra,Rabi,21.65,49.78,6.28,47.49,SSP,96.22,Chlorpyrifos,1.979
Cotton,Uttar Pradesh,Kharif,29.0,70.34,6.73,68.86,NPK,184.49,Acephate,3.839
Maize,Maharashtra,Zaid,27.95,53.7,6.48,62.79,Urea,129.49,Lambda-Cyhalothrin,3.002
Jowar,Uttar Pradesh,Kharif,34.87,81.4,6.66,26.7,NPK,112.91,Chlorpyrifos,3.139
Rice,West Bengal,Rabi,24.32,65.53,6.97,37.09,Urea,157.69,Chlorpyrifos,3.27
Pulses,Maharashtra,Kharif,23.87,67.61,5.91,39.98,NPK,95.64,Thiamethoxam,1.907
Jowar,Rajasthan,Rabi,31.16,71.2,6.92,35.65,SSP,91.68,Imidacloprid,2.179
Sugarcane,Tamil Nadu,Rabi,27.95,61.43,7.52,36.15,Potash,187.61,Chlorpyrifos,3.396
Sugarcane,Tamil Nadu,Rabi,33.71,77.37,5.92,17.0,Urea,226.16,Chlorpyrifos,4.842
Rice,Rajasthan,Kharif,30.2,82.66,6.29,37.96,MOP,156.8,Cartap Hydrochloride,4.191
Pulses,Punjab,Rabi,29.34,67.66,7.63,39.92,DAP,83.36,Thiamethoxam,1.942
Sugarcane,Uttar Pradesh,Zaid,29.21,71.16,6.17,46.96,Urea,236.85,Chlorpyrifos,4.014
Jowar,Uttar Pradesh,Zaid,25.47,75.83,6.59,17.65,SSP,92.59,Imidacloprid,2.098
Pulses,Andhra Pradesh,Rabi,31.99,61.1,6.04,23.12,NPK,87.51,Thiamethoxam,1.644
Rice,Punjab,Zaid,30.09,90.83,6.92,33.29,Urea,165.39,Cartap Hydrochloride,4.591
Groundnut,West Bengal,Rabi,25.1,45.23,6.48,50.78,Gypsum,49.0,Dimethoate,2.139
Rice,West Bengal,Rabi,22.2,65.22,5.57,21.56,DAP,147.12,Cartap Hydrochloride,2.85
Pulses,West Bengal,Kharif,25.41,57.85,6.5,68.89,NPK,109.26,Imidacloprid,1.43
Sugarcane,Odisha,Kharif,27.37,57.17,6.36,17.41,NPK,254.23,Chlorpyrifos,3.424
Rice,Rajasthan,Kharif,31.77,62.29,6.23,34.38,MOP,150.35,Imidacloprid,2.908
Maize,Andhra Pradesh,Zaid,30.98,86.27,5.89,46.21,Urea,127.03,Imidacloprid,3.816
Cotton,Odisha,Kharif,34.58,72.24,6.49,37.82,Compost,100.42,Buprofezin,3.171
Mustard,Karnataka,Zaid,33.52,89.78,5.27,47.79,SSP,100.85,Imidacloprid,3.303
Mustard,Karnataka,Zaid,30.1,78.91,5.61,59.01,Urea,114.83,Imidacloprid,2.742
Groundnut,Maharashtra,Rabi,27.02,79.11,6.08,40.47,Urea,108.31,Chlorpyrifos,3.432
Potato,Punjab,Kharif,18.3,72.17,6.28,45.4,MOP,178.5,Mancozeb,3.108
Sugarcane,Tamil Nadu,Zaid,27.4,75.89,6.22,32.75,NPK,238.9,Chlorpyrifos,4.336
Rice,Karnataka,Zaid,24.18,83.67,6.27,36.28,Urea,168.38,Chlorpyrifos,4.065
Maize,Odisha,Kharif,19.85,48.55,6.33,46.21,Urea,126.32,Imidacloprid,2.466
Rice,Uttar Pradesh,Rabi,27.03,58.25,6.61,55.12,MOP,153.49,Cartap Hydrochloride,3.043
Potato,Uttar Pradesh,Zaid,22.38,59.81,5.44,39.03,Urea,184.99,Carbendazim,1.814
Wheat,Tamil Nadu,Rabi,28.4,57.76,6.09,43.11,Urea,135.89,Propiconazole,1.957
Wheat,Bihar,Zaid,23.91,69.55,6.49,26.47,SSP,114.88,Carbendazim,1.819
Pulses,Karnataka,Zaid,31.45,74.32,7.56,34.81,Compost,51.56,Mancozeb,2.874
Maize,Andhra Pradesh,Kharif,27.23,47.75,6.82,30.54,DAP,115.5,Imidacloprid,2.152
Maize,Tamil Nadu,Zaid,25.75,84.77,7.41,65.82,Urea,131.37,Lambda-Cyhalothrin,4.226
Maize,West Bengal,Kharif,32.45,79.61,6.97,71.58,Urea,138.07,Chlorantraniliprole,3.809
Jowar,Tamil Nadu,Kharif,23.54,66.39,7.54,51.08,Urea,108.48,Chlorpyrifos,2.27
Sugarcane,West Bengal,Rabi,31.67,78.2,7.42,19.59,Urea,230.52,Malathion,4.523
Jowar,Tamil Nadu,Rabi,27.86,75.72,6.8,45.2,SSP,105.88,Imidacloprid,2.3
Sugarcane,Bihar,Zaid,30.54,79.46,6.3,31.56,Potash,198.65,Imidacloprid,3.94
Groundnut,Andhra Pradesh,Zaid,21.54,82.42,6.75,30.47,Urea,102.75,Carbendazim,2.464
Groundnut,Odisha,Rabi,24.43,75.91,7.23,46.5,Gypsum,49.8,Chlorpyrifos,2.991
Groundnut,Punjab,Zaid,27.34,62.36,5.69,51.42,Urea,98.81,Carbendazim,1.677
Mustard,Bihar,Kharif,28.58,47.8,6.63,54.77,Urea,115.04,Mancozeb,2.006
Rice,Punjab,Rabi,29.78,88.31,6.47,25.26,MOP,144.77,Imidacloprid,4.207
Cotton,Bihar,Rabi,19.23,66.43,6.68,52.26,Potash,151.65,Imidacloprid,3.068
Wheat,Rajasthan,Zaid,24.03,77.07,6.3,28.3,Urea,131.17,Propiconazole,2.457
Rice,West Bengal,Rabi,22.21,78.8,6.32,39.24,MOP,144.41,Chlorpyrifos,3.87
Sugarcane,Bihar,Rabi,32.38,72.17,6.71,39.04,Urea,235.5,Malathion,4.216
Cotton,Uttar Pradesh,Rabi,26.39,84.48,6.45,47.76,NPK,188.39,Buprofezin,3.316
Potato,Maharashtra,Rabi,25.64,55.53,6.56,42.05,Urea,194.13,Cartap Hydrochloride,2.764
Wheat,Andhra Pradesh,Zaid,19.37,63.12,5.79,12.9,SSP,108.88,Carbendazim,1.472
Maize,Andhra Pradesh,Zaid,27.93,62.81,5.92,53.41,Compost,75.44,Imidacloprid,2.44
Groundnut,Rajasthan,Kharif,25.13,70.97,6.95,30.55,Gypsum,46.22,Chlorpyrifos,2.376
Jowar,Karnataka,Zaid,33.45,47.5,6.08,59.31,NPK,112.98,Lambda-Cyhalothrin,2.514
Wheat,Andhra Pradesh,Kharif,31.3,86.6,6.86,41.83,Urea,139.03,Mancozeb,3.968
Rice,West Bengal,Kharif,27.24,65.1,6.83,40.16,MOP,151.67,Cartap Hydrochloride,3.228
Maize,Rajasthan,Kharif,27.8,63.12,6.73,51.51,Urea,129.31,Chlorantraniliprole,2.4
Wheat,Karnataka,Zaid,32.36,82.51,6.32,48.87,SSP,127.34,Mancozeb,3.421
Wheat,Punjab,Kharif,27.57,62.34,5.87,56.37,Urea,136.06,Mancozeb,2.151
Potato,Maharashtra,Zaid,22.8,59.75,6.36,62.74,DAP,183.09,Mancozeb,2.749
Groundnut,Bihar,Rabi,30.74,67.34,6.79,37.44,Urea,107.6,Chlorpyrifos,2.495
Mustard,Andhra Pradesh,Rabi,25.67,78.35,6.34,54.77,SSP,112.09,Carbendazim,2.265
Potato,Maharashtra,Kharif,20.74,71.57,7.24,43.4,DAP,182.7,Carbendazim,2.657
Groundnut,Andhra Pradesh,Zaid,35.46,76.6,6.27,58.88,Urea,110.5,Chlorpyrifos,3.797
Sugarcane,West Bengal,Rabi,35.07,82.05,5.41,89.01,NPK,260.5,Malathion,5.44
Wheat,Uttar Pradesh,Rabi,26.86,81.3,6.77,48.62,Urea,144.03,Propiconazole,3.306
Sugarcane,Odisha,Rabi,33.25,78.18,6.54,47.06,NPK,248.65,Malathion,4.824
Jowar,Rajasthan,Rabi,29.11,51.09,7.09,45.73,SSP,97.56,Chlorpyrifos,2.046
Maize,Punjab,Zaid,31.66,87.41,5.44,53.41,Urea,124.86,Imidacloprid,3.839
Cotton,Rajasthan,Zaid,21.41,62.73,5.4,29.73,Potash,143.63,Imidacloprid,2.332
Pulses,Andhra Pradesh,Rabi,34.73,51.19,6.74,23.89,Compost,47.59,Imidacloprid,1.768
Pulses,Bihar,Rabi,25.65,42.34,6.43,28.95,NPK,88.64,Imidacloprid,1.556
Potato,Karnataka,Rabi,24.69,66.45,6.48,46.56,DAP,201.04,Mancozeb,2.737
Cotton,West Bengal,Zaid,27.19,69.87,6.03,39.72,Compost,103.83,Acephate,3.288
Potato,Bihar,Kharif,20.8,77.31,6.7,28.16,MOP,173.69,Carbendazim,2.583
Mustard,Rajasthan,Kharif,28.3,65.77,6.88,60.19,SSP,107.79,Mancozeb,2.238
Pulses,Karnataka,Kharif,30.01,89.82,7.14,42.0,Compost,60.46,Imidacloprid,3.031
Sugarcane,Karnataka,Rabi,27.92,60.19,6.11,42.49,Potash,185.29,Malathion,3.445
Maize,West Bengal,Zaid,26.77,92.97,6.32,53.08,Compost,82.87,Chlorantraniliprole,4.319
Rice,Tamil Nadu,Rabi,25.27,63.67,7.74,64.46,DAP,153.17,Cartap Hydrochloride,3.616
Potato,Andhra Pradesh,Kharif,21.85,58.41,7.17,41.82,Urea,190.24,Carbendazim,1.862
Pulses,Uttar Pradesh,Zaid,31.12,49.94,5.95,22.25,NPK,92.61,Imidacloprid,1.509
Mustard,Rajasthan,Kharif,31.68,73.52,6.35,12.58,Compost,57.7,Mancozeb,2.479
